lines,tokens,occurrences
32,200,2,492,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,524,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java
22,168,3,496,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,528,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,797,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java
37,158,2,603,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,933,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
38,152,2,245,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,323,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
37,148,2,358,/Users/cuenc/Documents/PF2-Project/src/model/Ship.java,416,/Users/cuenc/Documents/PF2-Project/src/model/Ship.java
32,147,2,663,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,703,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
22,141,2,639,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,966,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
34,140,2,144,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,184,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
26,131,2,151,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,208,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java
38,131,2,253,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,302,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
36,129,4,167,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,248,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,287,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,326,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
38,108,2,326,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,376,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
33,102,2,437,/Users/cuenc/Documents/PF2-Project/src/model/Field.java,472,/Users/cuenc/Documents/PF2-Project/src/model/Field.java
24,97,2,344,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,371,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
13,90,3,291,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,606,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,936,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
29,87,2,753,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,816,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
33,82,2,82,/Users/cuenc/Documents/PF2-Project/src/model/Ai.java,461,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
23,80,3,221,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,300,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,339,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
27,78,3,245,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,284,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,361,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
25,76,2,339,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,394,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java
13,74,2,235,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,261,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java
25,74,2,339,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,461,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java
15,73,2,394,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,461,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java
12,72,2,503,/Users/cuenc/Documents/PF2-Project/src/model/Field.java,514,/Users/cuenc/Documents/PF2-Project/src/model/Field.java
26,71,2,167,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,364,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
19,70,2,371,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,394,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
11,68,5,251,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,272,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,341,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,395,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,463,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java
22,68,2,199,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,228,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
19,68,4,358,/Users/cuenc/Documents/PF2-Project/src/model/Ship.java,378,/Users/cuenc/Documents/PF2-Project/src/model/Ship.java,397,/Users/cuenc/Documents/PF2-Project/src/model/Ship.java,416,/Users/cuenc/Documents/PF2-Project/src/model/Ship.java
22,64,2,181,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,221,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
18,60,5,144,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,224,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,264,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,303,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,342,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
8,59,2,126,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,135,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
18,58,2,694,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,734,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
10,56,5,208,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,248,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,287,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,326,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,364,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
12,55,7,167,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,248,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,287,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,326,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,364,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,390,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,431,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
18,55,4,358,/Users/cuenc/Documents/PF2-Project/src/model/Ship.java,397,/Users/cuenc/Documents/PF2-Project/src/model/Ship.java,416,/Users/cuenc/Documents/PF2-Project/src/model/Ship.java,435,/Users/cuenc/Documents/PF2-Project/src/model/Ship.java
8,54,2,112,/Users/cuenc/Documents/PF2-Project/src/gui/JWelcome.java,119,/Users/cuenc/Documents/PF2-Project/src/gui/JWelcome.java
10,54,3,208,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,390,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,431,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
20,53,3,615,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,654,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,945,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
9,53,3,677,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,717,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,965,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
12,52,2,888,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,899,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
7,51,2,126,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,136,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
11,50,2,887,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,909,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
9,47,2,133,/Users/cuenc/Documents/PF2-Project/src/gui/JWelcome.java,149,/Users/cuenc/Documents/PF2-Project/src/gui/JWelcome.java
28,46,3,82,/Users/cuenc/Documents/PF2-Project/src/model/Ai.java,125,/Users/cuenc/Documents/PF2-Project/src/model/Ai.java,461,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
7,46,3,639,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,678,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,718,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
15,45,2,220,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,248,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
7,44,3,106,/Users/cuenc/Documents/PF2-Project/src/gui/JWelcome.java,113,/Users/cuenc/Documents/PF2-Project/src/gui/JWelcome.java,120,/Users/cuenc/Documents/PF2-Project/src/gui/JWelcome.java
30,44,2,574,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java,634,/Users/cuenc/Documents/PF2-Project/src/gui/Main.java
8,43,5,24,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,25,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,27,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,29,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,24,/Users/cuenc/Documents/PF2-Project/src/tui/TuiUtil.java
11,43,2,561,/Users/cuenc/Documents/PF2-Project/src/model/Game.java,576,/Users/cuenc/Documents/PF2-Project/src/model/Game.java
6,43,2,126,/Users/cuenc/Documents/PF2-Project/src/model/Player.java,137,/Users/cuenc/Documents/PF2-Project/src/model/Player.java
10,43,2,65,/Users/cuenc/Documents/PF2-Project/src/tui/TuiUtil.java,81,/Users/cuenc/Documents/PF2-Project/src/tui/TuiUtil.java
9,41,6,19,/Users/cuenc/Documents/PF2-Project/src/model/Battleship.java,20,/Users/cuenc/Documents/PF2-Project/src/model/Carrier.java,19,/Users/cuenc/Documents/PF2-Project/src/model/Cruiser.java,19,/Users/cuenc/Documents/PF2-Project/src/model/Destroyer.java,19,/Users/cuenc/Documents/PF2-Project/src/model/ResettedGrid.java,19,/Users/cuenc/Documents/PF2-Project/src/model/Submarine.java
